SiteName,SiteAb,Rodne_PID,PCID,Insol,SolarIns,elevation_m,PVT,TPI,AET_1900_09,AET_2000_09,AET_2000_09SD,CWD_1900_09,CWD_2000_09,CWD_2000_09SD,POINT_X,POINT_Y,WatBal_AET_Current_V1_2019,WB_AET_Current_V2_2022,WatBal_AET_Futr_V1_2019,WB_AET_Future_V2_2022,WatBal_PET_Current_V1_2019,WB_PET_Current_V2_2022,WatBal_PET_Futr_V1_2019,WB_PET_Future_V2_2022,WatBal_Deficit_Current_V1_OR_2019,WB_Deficit_Current_V2_2022_2023,WatBal_Deficit_Futr_V1_OR_2019,WB_Deficit_Future_V2_2022
Emigrant Creek,EM,M08,EM08,Warm,1195016.25,1030,Douglas-fir - Dry,Mid Slope,456.1000061,421.7000122,53.95748138,670.3800049,755,62.72679138,-122.5402336,42.08816571,380.5060425,520.875,386.3591614,523.9803467,721.5297852,742.0987549,795.020874,810.7324829,341.0237427,221.2237244,408.6617126,286.7521667
Emigrant Creek,EM,M07,EM07,Warm,1178808.625,1019,Douglas-fir - Dry,Mid Slope,456.1000061,421.7000122,53.95748138,670.3800049,755,62.72679138,-122.5417726,42.09035943,378.9230347,521.7174072,384.4750366,524.7689819,715.3317261,737.7954102,787.1854248,805.5383911,336.4086609,216.0780029,402.7104187,280.7693787
Emigrant Creek,EM,M10,EM10,Warm,1206489.75,947,Douglas-fir - Dry,Mid Slope,456.1000061,421.7000122,53.95748138,670.3800049,755,62.72679138,-122.5365195,42.08946617,370.1281738,520.3170776,377.3124695,525.3752441,723.1563721,749.1409912,798.5090332,819.2528076,353.0281982,228.8238831,421.1965332,293.8776245
Emigrant Creek,EM,MA,MEM,Cool,1111147.75,1108,Oregon white oak,Mid Slope,455,423.6000061,58.8255043,634.25,723,65.759552,-122.5459989,42.08990537,387.0151062,528.5504761,390.2119751,530.2426758,705.3407593,735.6539917,770.2462769,802.6619873,318.3256531,207.1035461,380.0343018,272.4193115
Emigrant Creek,EM,M01,EM01,Warm,1258743.625,1176,White fir - Intermediate,Mid Slope,455,423.6000061,58.8255043,634.25,723,65.759552,-122.5476813,42.08816671,389.6036072,534.4470215,395.512146,537.3798828,734.9556274,746.1009521,809.5957031,815.3626099,345.3519897,211.6539459,414.0835266,277.9826965
Emigrant Creek,EM,M03,EM03,Warm,1231680.375,1140,White fir - Intermediate,Mid Slope,455,423.6000061,58.8255043,634.25,723,65.759552,-122.5460469,42.0885606,383.1388245,530.2879639,390.2066345,531.6438599,729.1253052,735.9152222,804.144043,802.5176392,345.9865112,205.627243,413.9373779,270.8737793
Evans Creek,EV,V01,MC01,Cool,1048722.75,942,Douglas-fir - Dry,Ridge Top,495.1000061,467.2000122,66.33822632,542.1500244,625,70.44264221,-122.9748303,42.65074138,390.9163513,534.6433716,395.8571167,524.9746704,674.7802734,708.284668,732.8964233,765.5877686,283.8639221,173.6413422,337.0393372,240.6130829
Evans Creek,EV,V02,MC02,Warm,1188335.875,916,Douglas-fir - Dry,Ridge Top,495.1000061,467.2000122,66.33822632,542.1500244,625,70.44264221,-122.9738103,42.65064552,387.598938,517.8814087,401.9988708,507.1329956,695.7716064,665.1044312,764.6714478,715.7889404,308.1726379,147.223053,362.6725769,208.6559296
Evans Creek,EV,V03,MC03,Warm,1212809.125,829,Douglas-fir - Dry,Mid Slope,495.1000061,467.2000122,66.33822632,542.1500244,625,70.44264221,-122.9719058,42.65046027,401.6610718,506.1401672,407.839447,496.6821899,741.333313,638.1963501,811.4359741,685.6126709,339.6722107,132.0561523,403.5965576,188.930481
Evans Creek,EV,V07,MC07,Warm,1243669.875,928,Douglas-fir - Dry,Ridge Top,497,464.7000122,66.8970108,544.2600098,627,71.17953491,-122.9729482,42.6458659,402.3842468,530.5145264,412.0697937,522.395874,743.1015015,690.2018433,815.4486084,746.0604248,340.7172546,159.6872864,403.3787842,223.664566
Evans Creek,EV,V05,MC05,Cool,1042004.938,805,Douglas-fir - Dry,Mid Slope,497,464.7000122,66.8970108,544.2600098,627,71.17953491,-122.9705901,42.64815278,392.4697876,506.2766724,398.1668396,496.2576904,702.5223389,643.0535278,765.9046021,690.5645142,310.0525208,136.7768555,367.7377625,194.306839
Evans Creek,EV,V06,MC06,Warm,1370136.875,988,Douglas-fir - Dry,Ridge Top,497,464.7000122,66.8970108,544.2600098,627,71.17953491,-122.9743357,42.64636766,409.9215393,541.1112061,421.269043,533.0366821,756.4700317,717.5877686,831.9730225,777.2045288,346.5484924,176.4765625,410.703949,244.1678619
Evans Creek,EV,V06,MC06,Warm,1370136.875,988,Douglas-fir - Dry,Ridge Top,497,464.7000122,66.8970108,544.2600098,627,71.17953491,-122.9743357,42.64636766,409.9215393,541.1112061,421.269043,533.0366821,756.4700317,717.5877686,831.9730225,777.2045288,346.5484924,176.4765625,410.703949,244.1678619
Evans Creek,EV,V09,MC09,Warm,1356551.25,878,Douglas-fir - Dry,Ridge Top,497,464.7000122,66.8970108,544.2600098,627,71.17953491,-122.9723197,42.64423118,407.1253967,527.5801392,411.8635559,520.4620972,764.4245605,677.5838013,838.0532227,731.0177002,357.2991333,150.0036316,426.1896362,210.555603
Evans Creek,EV,V10,MC10,Warm,1338952.5,900,Douglas-fir - Dry,Mid Slope,497,464.7000122,66.8970108,544.2600098,627,71.17953491,-122.9747161,42.6436099,411.0799866,528.2408447,417.0774536,520.9237671,762.6459351,675.4818115,837.3970947,728.8553467,351.565918,147.2409363,420.3196411,207.9315948
Evans Creek,EV,VA,MEV,Warm,1266381.625,950,White fir - Intermediate,Ridge Top,497,464.7000122,66.8970108,544.2600098,627,71.17953491,-122.9734271,42.64630322,409.9215393,529.6010132,421.269043,520.2682495,756.4700317,692.4706421,831.9730225,748.0019531,346.5484924,162.8696289,410.703949,227.7336884
Evans Creek,EV,V04,MC04,Cool,914412.1875,887,White fir - Intermediate,Mid Slope,497,464.7000122,66.8970108,544.2600098,627,71.17953491,-122.9732342,42.64865244,387.007019,516.9327393,398.3909607,506.3118286,684.5696411,661.4052124,749.53125,711.7702637,297.5626221,144.4724731,351.1402588,205.4584656
Evans Creek,EV,V08,MC08,Warm,1407036.25,949,White fir - Intermediate,Mid Slope,497,464.7000122,66.8970108,544.2600098,627,71.17953491,-122.9747483,42.64524517,417.3986816,537.9246826,422.8115234,530.6445313,772.3369141,703.7320557,846.3950195,761.8196411,354.9382324,165.807373,423.5834656,231.1750641
Grayback,GB,G01,GB01,Warm,1374851.125,784,,Mid Slope,575.4000244,557.2000122,84.46750641,630.3300171,717,95.64592743,-123.4509953,42.14706975,480.2882385,567.8239746,473.8320923,570.9308472,801.9207153,775.6777344,858.1868896,839.9691772,321.6325073,207.8537598,384.3548279,269.0383606
Grayback,GB,G02,GB02,Warm,1365469.25,738,,Mid Slope,575.4000244,557.2000122,84.46750641,630.3300171,717,95.64592743,-123.4525565,42.14537871,484.0918884,567.7767944,472.5822754,570.1364136,807.6486816,783.1905518,857.6621094,847.1220093,323.5567932,215.4137726,385.0798645,276.9855652
Grayback,GB,G03,GB03,Warm,1368490.75,675,,Ridge Top,559.0999756,544.0999756,79.72885132,638.7800293,725,96.72249603,-123.4576523,42.14300904,468.5430908,568.4976196,457.5201111,567.4347534,799.2854004,803.446167,849.1655273,866.4261475,330.7422791,234.9485626,391.6454468,298.991394
Grayback,GB,G04,GB04,Warm,1377836.875,768,,Mid Slope,575.4000244,557.2000122,84.46750641,630.3300171,717,95.64592743,-123.451936,42.14631206,482.0560303,566.5200806,471.4074402,569.2766113,806.6259155,776.0455322,858.6453247,839.9439697,324.5698853,209.5254974,387.2378845,270.6673584
Grayback,GB,G05,GB05,Warm,1351937.625,627,,Mid Slope,559.0999756,544.0999756,79.72885132,638.7800293,725,96.72249603,-123.4579235,42.14233143,467.5387268,567.4713745,456.6669006,566.3829956,796.9871216,803.7055664,846.7183838,865.8041382,329.4483948,236.2341766,390.0515137,299.4210815
Grayback,GB,G06,GB06,Warm,1365462,672,,Ridge Top,559.0999756,544.0999756,79.72885132,638.7800293,725,96.72249603,-123.4562607,42.14282832,475.2095642,552.6054688,464.2315063,554.4881592,803.7354736,757.6785278,853.68396,818.7080688,328.5259094,205.0730591,389.4524536,264.2199097
Grayback,GB,G07,GB07,Warm,1382572.375,714,,Ridge Top,559.0999756,544.0999756,79.72885132,638.7800293,725,96.72249603,-123.455985,42.14360148,457.160614,557.6697998,454.753479,559.0415649,792.0249634,771.7915039,851.2781982,834.427002,334.8643799,214.1216583,396.5247192,275.385376
Grayback,GB,G08,GB08,Warm,1365764.25,740,,Mid Slope,575.4000244,557.2000122,84.46750641,630.3300171,717,95.64592743,-123.4507507,42.14582588,486.9793396,562.0274658,475.7000732,565.2709351,807.4484253,765.5350342,857.3284302,828.7855225,320.4691162,203.5075836,381.6283569,263.5145874
Grayback,GB,G09,GB09,Warm,1158818.375,667,,Ridge Top,559.0999756,544.0999756,79.72885132,638.7800293,725,96.72249603,-123.4589105,42.14361072,428.8997498,581.7516479,440.7913513,577.3632813,727.5484009,823.145752,797.2597046,883.1314697,298.6486206,241.3940887,356.4683533,305.7681885
Grayback,GB,G10,GB10,Warm,1356271.75,635,,Mid Slope,559.0999756,544.0999756,79.72885132,638.7800293,725,96.72249603,-123.45453,42.14234104,478.3475037,551.9105835,467.984375,554.1369019,800.6377563,751.5685425,850.8731689,812.0325928,322.2902832,199.657959,382.8887634,257.8956909
Star Gulch,ST,S08,StarA101,Warm,1434627.5,1164,Douglas-fir - Dry,Ridge Top,542.2999878,479.7000122,78.3416214,595.4799805,707,79.47045898,-123.1129142,42.14543655,439.3976746,556.0095215,425.9777222,545.9563599,770.2770386,791.6864624,828.1826172,853.4145508,330.8793945,235.6769409,402.2048645,307.4581909
Star Gulch,ST,S09,StarA102,Warm,1446691.75,1108,Douglas-fir - Dry,Ridge Top,542.2999878,479.7000122,78.3416214,595.4799805,707,79.47045898,-123.1110832,42.14472269,453.6063538,534.1206665,434.8840332,523.6593018,820.2947998,735.0764771,874.4737549,790.7156372,366.688446,200.9558563,439.5897522,267.0562744
Star Gulch,ST,S10,StarA103,Warm,1403850.625,1060,Douglas-fir - Dry,Ridge Top,573.0999756,499.6000061,74.21617126,643.2000122,762,77.79972839,-123.109536,42.14417352,439.8733826,532.6697998,421.3839111,523.0065918,776.3693237,732.1246338,826.1470947,787.3973999,336.4959106,199.454834,404.7631836,264.3908081
Star Gulch,ST,S01,SG01,Warm,1401615.875,974,Douglas-fir - Dry,Mid Slope,573.0999756,499.6000061,74.21617126,643.2000122,762,77.79972839,-123.1087749,42.14264481,440.8461914,530.1959229,424.3528137,522.2381592,819.6602173,722.7432251,873.3048706,776.6113281,378.8139954,192.547287,448.9520569,254.3731537
Star Gulch,ST,S02,SG02,Warm,1372036.75,937,Douglas-fir - Dry,Mid Slope,573.0999756,499.6000061,74.21617126,643.2000122,762,77.79972839,-123.1067521,42.14275376,435.646698,523.4887695,421.3027954,515.2162476,807.7753906,706.44104,859.9797974,757.9850464,372.1286926,182.9522858,438.6770325,242.7687836
Star Gulch,ST,S03,SG03,Warm,1442915,1128,Douglas-fir - Dry,Ridge Top,542.2999878,479.7000122,78.3416214,595.4799805,707,79.47045898,-123.1145414,42.14409618,463.0126038,536.1721191,444.816925,526.4335327,824.8742065,721.7098389,879.6414185,776.1443481,361.8616028,185.5377197,434.8244934,249.7108154
Star Gulch,ST,S04,SG04,Cool,958876.375,1150,Douglas-fir - Dry,Ridge Top,542.2999878,479.7000122,78.3416214,595.4799805,707,79.47045898,-123.1138832,42.14644121,425.8447266,563.0648193,416.9950562,551.677002,707.5369263,810.0870972,759.2764282,872.1837158,281.6921997,247.0223236,342.2813721,320.5066833
Star Gulch,ST,S05,SG05,Cool,1024067.25,1062,Douglas-fir - Dry,Bottom Slope,542.2999878,479.7000122,78.3416214,595.4799805,707,79.47045898,-123.117361,42.14680023,421.4226685,561.1713257,416.6452942,550.5818481,706.7771606,787.5953369,764.5639648,846.3182373,285.3544922,226.424057,347.9186707,295.7363892
Star Gulch,ST,S06,SG06,Warm,1209539,1105,Douglas-fir - Dry,Mid Slope,542.2999878,479.7000122,78.3416214,595.4799805,707,79.47045898,-123.1145209,42.14765248,442.1610413,556.8668823,422.9883728,545.5363159,781.1533203,798.475769,834.2163696,859.5299072,338.9922791,241.608902,411.2279968,313.9935608
Star Gulch,ST,S07,SG07,Warm,1144357.75,1101,Douglas-fir - Dry,Ridge Top,542.2999878,479.7000122,78.3416214,595.4799805,707,79.47045898,-123.1144098,42.14894325,409.8825378,556.5917969,404.9030151,544.9346924,675.4119873,800.9227905,725.4977417,862.0269165,265.52948,244.3309784,320.594696,317.0921936
Star Gulch ,ST,SA,MST,Warm,1422983.125,1038,Douglas-fir - Dry,Ridge Top,573.0999756,499.6000061,74.21617126,643.2000122,762,77.79972839,-123.1098846,42.14362235,447.8528748,534.1146851,431.6116638,525.1544189,820.2796631,732.7761841,874.0809937,787.7356567,372.4267883,198.6614532,442.4693298,262.5812073
Taylor Ridge,TY,T08,TR08,Cool,988149.1875,500,Tanoak - Douglas-fir - Dry,Mid Slope,500.3999939,478.2000122,66.98925018,639.4000244,718,80.74121857,-123.6053775,42.55342186,401.8259583,550.5634155,397.4807434,549.8321533,696.4786987,796.8457031,738.7283325,858.8307495,294.65271,246.2823029,341.2475586,308.9986267
Taylor Ridge,TY,T09,TR09,Cool,1027685.688,481,Tanoak - Douglas-fir - Dry,Ridge Top,500.3999939,478.2000122,66.98925018,639.4000244,718,80.74121857,-123.6040232,42.55683529,410.8904419,534.0071411,404.7130432,534.7750854,744.1856079,767.2832642,786.0496216,827.8724365,333.295166,233.2761688,381.3365784,293.0973511
Taylor Ridge,TY,T10,TR10,Warm,1191053.125,480,Tanoak - Douglas-fir - Dry,Ridge Top,500.3999939,478.2000122,66.98925018,639.4000244,718,80.74121857,-123.6026526,42.55741076,404.7097168,511.6695862,398.4224548,510.5932617,738.9293213,709.7379761,780.4451294,762.6862793,334.2196045,198.0684052,382.0227051,252.0930023
Taylor Ridge,TY,T01,TY01,Warm,1128343.125,457,Tanoak - Douglas-fir - Dry,Mid Slope,514.7999878,483.6000061,65.14169312,659.3599854,731,79.69428253,-123.6020485,42.55487108,420.2703552,510.6309204,414.350769,509.7278748,747.394165,698.8831177,790.0380859,750.5189819,327.1237793,188.2522125,375.6872864,240.7911224
Taylor Ridge,TY,T02,TY02,Warm,1176819,451,Tanoak - Douglas-fir - Dry,Ridge Top,514.7999878,483.6000061,65.14169312,659.3599854,731,79.69428253,-123.6014728,42.5561749,417.4479065,503.0042725,411.4354858,502.3690796,755.895874,681.6241455,799.3308716,731.3540649,338.4479675,178.6198578,387.8953857,228.9850006
Taylor Ridge,TY,T03,TY03,Cool,999585.3125,409,Tanoak - Douglas-fir - Dry,Mid Slope,500.3999939,478.2000122,66.98925018,639.4000244,718,80.74121857,-123.60581,42.55675969,405.6112671,547.2322388,401.2798767,546.0782471,672.3579102,793.7931519,711.3258057,853.8279419,266.7466125,246.5608978,310.0458984,307.7496643
Taylor Ridge,TY,T04,TY04,Cool,728634.25,324,Tanoak - Douglas-fir - Dry,Mid Slope,514.7999878,483.6000061,65.14169312,659.3599854,731,79.69428253,-123.5993971,42.55765871,385.698822,486.5811462,381.9685059,486.7552795,653.3234253,658.0998535,692.1396484,705.3934937,267.6246338,171.5187073,310.1711731,218.6381989
Taylor Ridge,TY,T05,TY05,Cool,936109.9375,452,Tanoak - Douglas-fir - Dry,Ridge Top,530.5,509.3999939,67.25057983,722.2600098,784,80.87093353,-123.6035007,42.55854273,393.228363,533.5183105,389.4236755,533.9801636,678.0106201,770.8512573,717.5651855,831.234314,284.7822571,237.3329926,328.14151,297.2541199
Taylor Ridge,TY,T06,TY06,Cool,927144.375,381,Tanoak - Douglas-fir - Dry,Ridge Top,530.5,509.3999939,67.25057983,722.2600098,784,80.87093353,-123.6044081,42.56015199,395.0019836,540.4891357,389.4012756,539.6442871,685.569519,793.989624,724.1693115,853.7533569,290.5675049,253.5005188,334.7680054,314.1090393
Taylor Ridge,TY,T07,TY07,Cool,1016484.188,319,Tanoak - Douglas-fir - Dry,Ridge Top,534.4000244,506,63.56571579,725.3399658,787,80.01891327,-123.6015075,42.56188286,389.6794128,471.2353821,385.2120667,470.8938293,693.760376,624.8165894,734.0027466,668.4088135,304.0809631,153.581192,348.7906799,197.5149841
Trail Creek,TL,CA,MTL,Warm,1185811.25,668,Douglas-fir - Dry,Mid Slope,466.6000061,431.3999939,62.48071671,682.2999878,760,74.69277954,-122.8508153,42.70221438,395.9423523,551.1763916,402.0028381,543.4946899,721.602356,743.5740356,785.8657837,803.9923706,325.6600037,192.3976593,383.8629761,260.4976807
Trail Creek,TL,C11,TC10,Warm,1163660.25,624,Douglas-fir - Dry,Mid Slope,460.2000122,413.8999939,59.93905258,703.5599976,788,71.70846558,-122.8495975,42.69486473,393.2481689,555.3515015,397.1899719,547.8274536,722.2329102,765.4022827,784.5284424,828.4320068,328.9847107,210.0507507,387.338501,280.6045227
Trail Creek,TL,C06,TC06,Cool,1113031.625,654,Douglas-fir - Dry,Mid Slope,466.6000061,431.3999939,62.48071671,682.2999878,760,74.69277954,-122.8494981,42.70085229,396.8755188,549.4085083,402.9517822,541.348938,714.6959839,746.2137451,778.1843262,807.0662231,317.8204956,196.8052368,375.2325134,265.7172852
Trail Creek,TL,C04,TC04,Warm,1201549.25,631,Douglas-fir - Dry,Mid Slope,466.6000061,431.3999939,62.48071671,682.2999878,760,74.69277954,-122.8491527,42.7061059,411.7390137,559.3373413,418.5610046,552.8742676,736.9099731,754.2609863,805.2149048,816.5737305,325.1709595,194.9236603,386.6539001,263.6994934
Trail Creek,TL,C08,TC08,Warm,1356505.875,698,Douglas-fir - Dry,Ridge Top,460.2000122,413.8999939,59.93905258,703.5599976,788,71.70846558,-122.8517355,42.69889297,397.8497925,551.3167725,401.5944824,542.4765625,757.3983154,759.977417,828.2348022,822.7739258,359.5485535,208.6605988,426.6402893,280.2974243
Trail Creek,TL,C07,TC07,Warm,1228137.375,650,Douglas-fir - Dry,Mid Slope,466.6000061,431.3999939,62.48071671,682.2999878,760,74.69277954,-122.8479573,42.69971211,402.7010803,548.0217285,409.0950317,539.3450928,730.2349854,749.2373047,797.2588501,810.319397,327.533905,201.2155457,388.1638184,270.9743347
Trail Creek,TL,C03,TC03,Warm,1265405,648,Douglas-fir - Dry,Mid Slope,478.7000122,446,66.02726746,664.8499756,744,78.27805328,-122.8476482,42.70811478,403.2590027,553.5717163,411.911438,545.8570557,739.8518066,749.8937988,808.9905396,811.5706177,336.5927734,196.3220673,397.0791321,265.713562
Trail Creek,TL,C02,TC02,Warm,1337170.125,673,Douglas-fir - Dry,Mid Slope,478.7000122,446,66.02726746,664.8499756,744,78.27805328,-122.851818,42.708347,400.1796875,562.4863281,406.9885864,555.6972046,750.1234741,765.6638184,820.9107666,829.9179688,349.9438171,203.177536,413.9221802,274.2207642
Trail Creek,TL,C05,TC05,Warm,1247357.875,599,Douglas-fir - Dry,Mid Slope,466.6000061,431.3999939,62.48071671,682.2999878,760,74.69277954,-122.8457945,42.70315378,403.8804932,557.2761841,410.2654114,550.4562378,731.5117188,755.7350464,798.8929443,817.9024658,327.6312256,198.4588318,388.6275024,267.446228
Trail Creek,TL,C09,TC09,Cool,1073920.375,713,Douglas-fir - Dry,Ridge Top,502.3999939,464.7999878,75.8548584,628.7600098,718,81.87236023,-122.8539613,42.7015289,391.9315186,551.5648804,397.5261536,543.0892944,740.0756836,756.0755005,809.4065552,818.6271973,348.144165,204.5106201,411.8804321,275.5379028
Trail Creek,TL,C10,TC09b,Cool,1086468.625,649,Douglas-fir - Dry,Bottom Slope,499.7000122,451.7000122,67.45820618,657.8099976,745,79.35729218,-122.8543098,42.69575249,393.1231384,536.2171631,397.3568115,526.9383545,720.953125,730.578186,784.5512695,789.173584,327.8299561,194.3610077,387.194458,262.2352295
Trail Creek,TL,C01,TC01,Warm,1208588,687,Ponderosa pine - Dry,Mid Slope,521.9000244,484.1000061,75.31593323,611.1400146,699,81.07258606,-122.8547728,42.7078274,400.3154602,557.8056641,406.1099548,550.7406616,730.0891113,749.7479858,795.300354,811.2963867,329.7736511,191.942337,389.1904297,260.5557251
