"rodne_nid","rodne_pid","trid","rodne_uid","site_name","uid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year","ci_age_lower","predicted_age","ci_age_upper","pred_pith"
66,"R04",24,"R040044_new","Briggs Secret","BS04_024_02_new","2_new",1,NA,"Hardwood","R","density",0.1,NA,"NO","LIDE",27.2370665625813,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/BENE2","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",845141.375,"Mid Slope",NA,2014,3,583,770,187,852,2.95275590551181,0.14202476352394,0.0475534995314539,109,361,311,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.67558738,42.4358371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,66,104,184,1821
67,"R05",7,"R050023_002_new","Briggs Secret","BS05_007_03_002_new","3_new",1,NA,"Hardwood","R","density",0.1,NA,"NO","LIDE",25.1884939454743,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/BENE2","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",888113.125,"Mid Slope",NA,2014,3,583,771,187,790,0.984251968503937,0.024488944517889,0.00528372217016155,89,343,319,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.67782687,42.43600707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,45,73,100,1867
68,"R05",41,"R050060_new","Briggs Secret","BS05_041_01_new","1_new",1,50,"Hardwood","R","density",0.1,NA,"NO","LIDE",22.2151969553965,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/BENE2","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",888113.125,"Mid Slope",NA,2014,3,583,771,187,790,4.7244094488189,0.301270110735157,0.121736958800522,89,343,319,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.67782687,42.43600707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,45,74,100,1866
69,"R05",44,"R050068_new","Briggs Secret","BS05_044_04_new","4_new",1,NA,"Hardwood","R","density",0.1,NA,"NO","LIDE",25.9204902269073,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/BENE2","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",888113.125,"Mid Slope",NA,2014,3,583,771,187,790,0.984251968503937,0.024488944517889,0.00528372217016155,89,343,319,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.67782687,42.43600707,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1940,45,73,100,1867
70,"R06",59,"R060102_007_new","Briggs Secret","BS06_059_01_007_new","1_new",1,68,"Hardwood","R","density",0.1,NA,"NO","LIDE",26.8018353611583,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/BENE2","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1194814.375,"Ridge Top",NA,2014,3,586,785,200,954,1.39675831146107,0.0428740019057732,0.0106406931126473,227,400,305,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.67020171,42.43610805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1931,69,77,84,1854
71,"R06",69,"R060118_new","Briggs Secret","BS06_069_02_new","2_new",1,NA,"Hardwood","R","density",0.1,NA,"NO","LIDE",15.8843488210331,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/BENE2","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1194814.375,"Ridge Top",NA,2014,3,586,785,200,954,0.984251968503937,0.024488944517889,0.00528372217016155,227,400,305,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.67020171,42.43610805,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1931,69,73,84,1858
72,"R06",102,"R060165_004_new","Briggs Secret","BS06_102_01_004_new","1_new",1,58,"Hardwood","R","density",0.1,NA,"NO","LIDE",22.6425120956614,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/BENE2","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1194814.375,"Ridge Top",NA,2014,3,586,785,200,954,2.77603297244094,0.128670619599257,0.0420316684403414,227,400,305,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.67020171,42.43610805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,69,73,84,1862
73,"S01",62,"S010041_new","Star Gulch","ST01_062_01_new","1_new",1,67,"Hardwood","S","density",0.1,"S0141","YES","QUCH",24.9401693993583,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,3,530,723,193,974,4.13385826771654,0.243315027210971,0.0932048590816497,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,68,75,108,1867
74,"S01",3,"S010060_new","Star Gulch","ST01_003_02_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",23.8747519537341,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,6,530,723,193,974,2.95275590551181,0.14202476352394,0.0475534995314539,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1933,68,73,108,1860
75,"S01",28,"S010111_new","Star Gulch","ST01_028_03_new","3_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",40.0406368276978,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,6,530,723,193,974,6.45669291338583,0.496610857382383,0.227377586381864,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,73,97,108,1836
76,"S01",55,"S010214_002_new","Star Gulch","ST01_055_06_002_new","6_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","QUCH",34.5573596219192,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,3,530,723,193,974,2.95275590551181,0.14202476352394,0.0475534995314539,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,68,82,108,1851
77,"S01",56,"S010217_002_new","Star Gulch","ST01_056_02_002_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","QUCH",42.0387980295938,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,3,530,723,193,974,0.984251968503937,0.024488944517889,0.00528372217016155,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,73,97,108,1845
78,"S01",68,"S010253_new","Star Gulch","ST01_068_03_new","3_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",19.3006646276835,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,6,530,723,193,974,4.37007874015748,0.26593948259393,0.104161185373697,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.504947450749,-17.2524737253745,-7.16042355135339,1991,1997,1991,1997,1925,68,70,84,1855
79,"S03",14,"S030027_003_new","Star Gulch","ST03_014_02_003_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",20.1025195058399,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1442915,"Mid Slope",NA,2014,6,536,722,186,1128,0.984251968503937,0.024488944517889,0.00528372217016155,429,273,146,"Douglas-fir - Dry,Warm,Mid Slope",-123.11455529,42.1441014,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1959,32,50,59,1909
80,"S03",65,"S030082_new","Star Gulch","ST03_065_01_new","1_new",1,77,"Hardwood","S","density",0.1,NA,"NO","ARME",19.1399759293485,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1442915,"Mid Slope",NA,2014,6,536,722,186,1128,4.96062992125984,0.325730874759323,0.134214997077576,429,273,146,"Douglas-fir - Dry,Warm,Mid Slope",-123.11455529,42.1441014,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1963,32,40,59,1923
81,"S05",12,"S050021_001_new","Star Gulch","ST05_012_02_001_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",39.277167111384,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,6,561,788,226,1062,2.95275590551181,0.14202476352394,0.0475534995314539,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1930,80,100,156,1830
82,"S05",25,"S050054_027_new","Star Gulch","ST05_025_01_027_new","1_new",1,78,"Hardwood","S","density",0.1,NA,"NO","QUCH",32.540935816659,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,0.246272240640972,0.00266848483310169,0.000330794524841904,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930,64,90,132,1840
83,"S05",26,"S050055_079_new","Star Gulch","ST05_026_01_079_new","1_new",1,84,"Hardwood","S","density",0.1,NA,"NO","QUCH",33.6692454370628,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,0.179729318850204,0.00161209371728897,0.000176183505186138,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,64,90,132,1837
84,"S05",32,"S050072_new","Star Gulch","ST05_032_03_new","3_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",35.3787991796328,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,6,561,788,226,1062,5.11811023622047,0.342432847395884,0.142871847481168,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,64,96,132,1832
85,"S05",34,"S050076_new","Star Gulch","ST05_034_01_new","1_new",1,36,"Hardwood","S","density",0.1,NA,"NO","QUCH",18.3240375420342,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2011,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,3.04413976377953,0.14912255665283,0.0505424820345395,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1927,55,88,99,1839
86,"S05",37,"S050083_002_new","Star Gulch","ST05_037_01_002_new","1_new",1,128,"Hardwood","S","density",0.1,NA,"NO","QUCH",38.6545972100733,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2011,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,3.05299746906637,0.149817418964852,0.0508370425870407,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1927,80,104,156,1823
87,"S05",61,"S050128_new","Star Gulch","ST05_061_01_new","1_new",1,76,"Hardwood","S","density",0.1,NA,"NO","QUCH",29.3741591355653,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2011,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,4.97151456692913,0.326875180502423,0.134804634058742,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1927,46,91,132,1836
88,"S05",69,"S050144_new","Star Gulch","ST05_069_01_new","1_new",1,118,"Hardwood","S","density",0.1,NA,"NO","QUCH",32.9848421914731,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1024067.25,"Mid Slope",NA,2014,3,561,788,226,1062,6.22047244094488,0.467861590132522,0.211044544409461,77,167,130,"Douglas-fir - Dry,Cool,Mid Slope",-123.11737493,42.14680545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,64,90,132,1831
89,"S06",83,"S060102_new","Star Gulch","ST06_083_02_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","QUCH",20.2412286357826,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2011,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1209539,"Mid Slope",NA,2014,3,557,798,242,1105,2.58014212598425,0.114453692194165,0.0363090301265041,247,266,157,"Douglas-fir - Dry,Warm,Mid Slope",-123.11453483,42.14765769,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1958,34,44,77,1914
90,"S06",100,"S060127_001_new","Star Gulch","ST06_100_03_001_new","3_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",29.4087027548374,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2011,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1209539,"Mid Slope",NA,2014,6,557,798,242,1105,0.984251968503937,0.024488944517889,0.00528372217016155,247,266,157,"Douglas-fir - Dry,Warm,Mid Slope",-123.11453483,42.14765769,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1958,35,44,71,1914
91,"S07",53,"S070062_new","Star Gulch","ST07_053_01_new","1_new",1,30,"Hardwood","S","density",0.1,NA,"NO","ARME",18.9249570270608,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1144357.75,"Ridge Top",NA,2014,6,557,801,244,1101,0.78740157480315,0.0171361812267271,0.00338158218890339,142,135,79,"Douglas-fir - Dry,Warm,Ridge Top",-123.11442373,42.14894847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959,34,71,77,1888
92,"S09",92,"S090121_new","Star Gulch","ST09_092_03_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",27.4117894858683,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1446691.75,"Ridge Top",NA,2011,6,534,735,201,1108,4.48818897637795,0.27753247938981,0.109867605317471,255,221,126,"Douglas-fir - Dry,Warm,Ridge Top",-123.11109709,42.14472791,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,1951,71,93,99,1858
93,"S09",93,"S090123_new","Star Gulch","ST09_093_02_new","1_new",1,100,"Hardwood","S","density",0.1,NA,"NO","ARME",32.2185421593997,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1446691.75,"Ridge Top",NA,2011,6,534,735,201,1108,5.19685039370079,0.350900787877182,0.147301720148632,255,221,126,"Douglas-fir - Dry,Warm,Ridge Top",-123.11109709,42.14472791,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,1956,71,81,98,1875
94,"S10",61,"S100088_new","Star Gulch","ST10_061_03_new","2_new",1,NA,"Hardwood","S","density",0.1,NA,"NO","ARME",24.6632461254957,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1403850.625,"Ridge Top",NA,2011,6,533,732,199,1060,3.93700787401575,0.225043282266502,0.0845395547225848,312,265,142,"Douglas-fir - Dry,Warm,Ridge Top",-123.10954988,42.14417873,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-74.647978679063,-37.3239893395315,-15.4908551985894,-38.1467362321087,-19.0733681160544,-7.91616300571204,1974,1992,1974,1992,1929,46,75,89,1854
95,"T04",41,"T040009_new","Taylor Ridge","TY04_041_01_new","1_new",1,90,"Hardwood","T","density",0.1,"T0409","YES","LIDE",31.2920353639772,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,3,487,658,172,324,6.25984251968504,0.472608417341853,0.213724448294167,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,73,87,120,1839
96,"T04",13,"T040024_new","Taylor Ridge","TY04_013_01_new","1_new",1,98,"Hardwood","T","density",0.1,"T0424","YES","ARME",31.120138800491,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,6,487,658,172,324,5.70866141732283,0.407807169792628,0.177744413804234,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,73,87,120,1830
97,"T04",42,"T040079_new","Taylor Ridge","TY04_042_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","UMCA",22.6502434694981,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,3,487,658,172,324,0.984251968503937,0.024488944517889,0.00528372217016155,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1915,73,87,120,1828
98,"T04",55,"T040107_new","Taylor Ridge","TY04_055_02_new","2_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","LIDE",27.7684081858278,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2007,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,3,487,658,172,324,5.2927437007874,0.361317820871916,0.152787954672934,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2007,2007,1917,73,87,120,1830
99,"T04",62,"T040124_002_new","Taylor Ridge","TY04_062_03_002_new","3_new",1,NA,"Hardwood","T","density",0.1,NA,"NO","LIDE",21.5911279500097,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",728634.25,"Mid Slope",NA,2014,3,487,658,172,324,0.984251968503937,0.024488944517889,0.00528372217016155,73,190,148,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.59941112,42.55766391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924,73,87,120,1837
100,"VA",784,"V0A0856_new","Evans Creek","MEV7841_new","1_new",1,100,"Hardwood","V","stem",3,NA,"NO","ARME",26.2609270137516,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-CADE27/BEPI2","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266381.625,"Ridge Top",NA,2012,6,530,692,163,950,7.28346456692913,0.602200093840932,0.289336626038046,102,330,269,"Douglas-fir - Dry,Warm,Ridge Top",-122.9737042,42.6464392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1931,60,132,167,1799
